StockCode,Description,TotalQuantity,TransactionCount,UniqueCustomers,TotalRevenue,AverageUnitPrice
23183,MOTHER'S KITCHEN SPOON REST,171,60,45,664.46,4.04655737704918
23184,BULL DOG BOTTLE OPENER,765,201,129,3685.15,5.095024630541872
23185,FRENCH STYLE STORAGE JAR JAM,316,31,27,114.55999999999999,0.3496875
23186,FRENCH STYLE STORAGE JAR CAFE,1970,72,57,810.2199999999999,0.3527397260273973
23187,FRENCH STYLE STORAGE JAR BONBONS,2301,78,66,678.5699999999999,0.3263291139240506
23188,VINTAGE  2 METER FOLDING RULER,1762,157,131,2881.0199999999995,1.6784276729559748
23188,VINTAGE  2 METRE FOLDING RULER,1320,128,103,2196.04,1.7383076923076923
23189,SET OF 12 FORK CANDLES,1214,114,89,3316.46,2.858695652173913
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1676,181,146,2687.8399999999997,1.651318681318681
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,5,5,98.99999999999999,1.65
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2096,242,178,3388.3999999999996,1.675806451612903
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3266,314,224,5192.219999999999,1.6541249999999998
23193,BUFFALO BILL TREASURE BOOK BOX,1827,143,109,3705.57,2.265244755244755
23194,GYMKHANA TREASURE BOOK BOX,1593,164,129,3334.58,2.2549700598802396
23194,GYMKHANNA TREASURE BOOK BOX,120,14,14,261.84000000000003,2.189285714285714
23196,LEAVES MAGNETIC  SHOPPING LIST,24,2,2,34.8,1.45
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,3,3,52.199999999999996,1.45
23196,RETRO LEAVES MAGNETIC NOTEPAD,103,17,17,149.35,1.45
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1580,214,159,2223.7999999999997,1.443577981651376
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1293,187,113,1864.6899999999998,1.5414893617021277
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,3,3,49.8,1.3833333333333335
23198,PANTRY MAGNETIC  SHOPPING LIST,2999,388,259,4248.389999999999,1.479570707070707
23199,JUMBO BAG APPLES,13152,739,344,25117.05,2.0597852348993286
23200,JUMBO BAG PEARS,6595,476,262,12791.29,2.0709603340292277
23201,JUMBO BAG ALPHABET,11939,766,396,23084.420000000002,2.0571335927367054
23202,JUMBO BAG VINTAGE LEAF,10453,778,377,20479.09,2.0778343949044586
23203,JUMBO BAG DOILEY PATTERNS,8713,458,299,16691.34,2.0465726681127983
23203,JUMBO BAG VINTAGE DOILEY,143,6,6,268.44,2.0316666666666667
23203,JUMBO BAG VINTAGE DOILY,10052,634,365,19610.760000000002,2.060936037441498
23204,CHARLOTTE BAG APPLES DESIGN,6853,433,199,5493.81,0.8422298850574713
23205,CHARLOTTE BAG ALPHABET  DESIGN,400,22,22,320.5,0.838181818181818
23205,CHARLOTTE BAG VINTAGE ALPHABET,4559,331,192,3644.27,0.851951951951952
23206,LUNCH BAG APPLE DESIGN,11472,878,401,18125.0,1.6412359550561795
23207,LUNCH BAG ALPHABET DESIGN,7085,660,377,11334.81,1.6520208023774146
23208,LUNCH BAG VINTAGE LEAF DESIGN,6118,601,305,9840.5,1.644736842105263
23209,LUNCH BAG DOILEY PATTERN,6473,468,290,10316.45,1.642356687898089
23209,LUNCH BAG VINTAGE DOILEY,70,4,4,115.5,1.65
23209,LUNCH BAG VINTAGE DOILY,6402,545,319,10288.46,1.6494244604316546
23210,WHITE ROCKING HORSE HAND PAINTED,2550,158,115,3091.74,1.2425000000000002
23211,RED ROCKING HORSE HAND PAINTED,2182,117,82,2601.5,1.241176470588235
23212,HEART WREATH DECORATION WITH BELL,2103,147,103,2487.63,1.2389473684210526
23212,PAINTED HEART WREATH WITH BELL,12,1,1,15.0,1.25
23213,STAR WREATH DECORATION WITH BELL,1582,122,95,1906.94,1.24328
23214,BELL HEART ANTIQUE GOLD,12,1,1,24.96,2.08
23214,JINGLE BELL HEART ANTIQUE GOLD,760,91,78,1599.8700000000001,2.1882608695652173
23215,JINGLE BELL HEART ANTIQUE SILVER,3424,198,162,6741.0,2.138407960199005
23216,LAUREL HEART ANTIQUE GOLD,518,40,32,613.51,1.348048780487805
23217,LAUREL HEART ANTIQUE SILVER,1290,84,64,1567.0,1.4022093023255815
23218,LAUREL STAR ANTIQUE GOLD,372,33,27,465.81,1.383939393939394
23219,LAUREL STAR ANTIQUE SILVER,404,49,41,504.6,1.3117307692307691
23220,REINDEER HEART DECORATION GOLD,929,77,55,774.43,0.9106410256410257
23221,REINDEER HEART DECORATION SILVER,1403,113,85,1193.4499999999998,0.9104237288135593
23222,CHRISTMAS TREE HANGING GOLD,764,65,49,680.68,0.9597014925373134
23223,CHRISTMAS TREE HANGING SILVER,745,67,51,670.1099999999999,0.9460294117647059
23224,CHERUB HEART DECORATION GOLD,705,61,44,608.8299999999999,0.9295081967213114
23225,CHERUB HEART DECORATION SILVER,1224,72,46,1029.84,0.9526388888888889
23226,FILIGREE HEART DAISY WHITE,1151,72,56,1418.59,1.2413698630136987
23227,FILIGREE HEART BUTTERFLY WHITE,1586,89,61,1939.56,1.267752808988764
23228,FILIGREE HEART BIRD WHITE,1253,79,58,1576.54,1.388125
23229,DONKEY TAIL GAME,54,4,4,189.54000000000002,3.66
23229,VINTAGE DONKEY TAIL GAME,1739,220,183,6106.0,3.7840454545454545
23230,WRAP ALPHABET DESIGN,7875,234,178,3175.5,0.4173504273504273
23231,WRAP  VINTAGE DOILEY,100,2,2,42.0,0.42
23231,WRAP  VINTAGE DOILY,2450,93,80,1029.0,0.41999999999999993
23231,WRAP DOILEY DESIGN,4675,162,124,1915.5,0.4185185185185185
23232,WRAP VINTAGE LEAF DESIGN,5225,136,118,2098.5,0.41737226277372264
23232,WRAP VINTAGE PETALS  DESIGN,3250,105,95,1317.0,0.4177142857142857
23233,WRAP POPPIES  DESIGN,5150,159,130,2095.0,0.418625
23234,BISCUIT TIN VINTAGE CHRISTMAS,1832,238,201,4521.14,2.9130543933054396
23235,BISCUIT TIN VINTAGE LEAF,24,3,3,64.56,2.7566666666666664
23235,STORAGE TIN VINTAGE LEAF,688,100,87,1790.64,2.7592000000000003
23236,DOILEY BISCUIT TIN,120,13,13,327.6,2.8592307692307695
23236,DOILEY STORAGE TIN,1077,117,93,2920.53,2.8662711864406782
23236,STORAGE TIN VINTAGE DOILEY,6,1,1,17.34,2.89
23236,STORAGE TIN VINTAGE DOILY,1207,170,126,3421.23,2.981860465116279
23237,SET OF 4 KNICK KNACK TINS LEAF,725,124,96,2913.9500000000003,4.133870967741935
23237,SET OF 4 KNICK KNACK TINS LEAVES,301,55,51,1224.75,4.128181818181818
23238,SET OF 4 KNICK KNACK TINS LONDON,1759,241,150,7051.05,4.130408163265306
23239,SET OF 4 KNICK KNACK TINS POPPIES,784,164,125,3026.6000000000004,3.915868263473054
23240,SET OF 4 KNICK KNACK TINS  DOILEY,6,1,1,24.900000000000002,4.15
23240,SET OF 4 KNICK KNACK TINS DOILEY,1779,179,142,7037.650000000001,4.123626373626374
23240,SET OF 4 KNICK KNACK TINS DOILY,2259,322,230,9125.65,4.136585365853659
23241,TREASURE TIN GYMKHANA DESIGN,1998,289,183,4045.44,2.07527397260274
23242,TREASURE TIN BUFFALO BILL,1403,190,132,2829.92,2.074041450777202
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4543,419,275,21573.43,4.888928571428571
23244,CANNISTER VINTAGE LEAF DESIGN,12,2,2,23.4,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,844,101,80,1535.56,1.9723762376237624
23244,STORAGE TIN VINTAGE LEAF,60,7,7,117.0,1.95
23245,SET OF 3 REGENCY CAKE TINS,5754,755,472,26144.780000000002,4.930369393139842
23247,BISCUIT TIN 50'S CHRISTMAS,2002,276,231,5641.9800000000005,2.968623188405797
23249,ENAMEL DINNER PLATE PANTRY,12,1,1,19.799999999999997,1.65
23249,VINTAGE RED ENAMEL TRIM PLATE,723,74,56,1167.1899999999998,1.6397297297297295
23250,ENAMEL BOWL PANTRY,24,2,2,30.0,1.25
23250,VINTAGE RED TRIM ENAMEL BOWL,958,95,64,1186.79,1.2433684210526317
23251,ENAMEL MUG PANTRY,12,1,1,15.0,1.25
23251,VINTAGE RED ENAMEL TRIM MUG,1575,106,80,1867.95,1.2400943396226414
23252,ENAMEL JUG PANTRY,8,2,2,30.0,3.75
23252,VINTAGE RED ENAMEL TRIM JUG,545,130,104,1999.5900000000001,3.742923076923077
23253,16 PC CUTLERY SET PANTRY DESIGN,4,1,1,63.8,15.95
23253,16 PIECE CUTLERY SET PANTRY DESIGN,208,48,44,2986.3999999999996,15.6625
23254,CHILDRENS CUTLERY DOLLY GIRL,1601,276,197,6442.55,4.142805755395684
23254,KIDS CUTLERY DOLLY GIRL,36,8,8,149.4,4.15
23255,CHILDRENS CUTLERY CIRCUS PARADE,953,146,116,3815.09,4.164657534246576
23256,CHILDRENS CUTLERY SPACEBOY,1892,324,226,7628.080000000001,4.1504268292682935
23256,KIDS CUTLERY SPACEBOY,36,8,8,149.4,4.15
23263,SET OF 3 WOODEN HEART DECORATIONS,3670,394,269,4732.83,1.317210401891253
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1841,250,177,2395.45,1.3227169811320754
23265,SET OF 3 WOODEN TREE DECORATIONS,1650,248,180,2134.96,1.3193076923076923
23266,SET OF 3 WOODEN STOCKING DECORATION,1952,275,201,2514.64,1.3109215017064848
23267,SET OF 4 SANTA PLACE SETTINGS,1110,92,79,1367.34,1.2477894736842106
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1614,80,68,1962.78,1.497875
23269,SET OF 2 CERAMIC CHRISTMAS TREES,748,76,63,1065.3999999999999,1.4474025974025975
23270,SET OF 2 CERAMIC PAINTED HEARTS,1247,120,96,1604.1499999999999,1.4317073170731707
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,1,1,13.28,0.83
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1603,74,68,1301.05,0.8368421052631578
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,35,34,522.7399999999999,1.5637142857142856
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,924,101,88,1527.2399999999998,1.6782352941176468
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1136,101,85,1865.1599999999999,1.742549019607843
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3536,274,171,4195.76,1.2869503546099292
23280,FOLDING BUTTERFLY MIRROR HOT PINK,1836,129,85,1425.5,0.8349230769230769
23280,FOLDING MIRROR HOT PINK,156,5,5,118.91999999999999,0.808
23281,FOLDING BUTTERFLY MIRROR RED,1252,89,56,961.28,0.8228260869565218
23281,FOLDING MIRROR RED,18,2,2,14.939999999999998,0.83
23282,FOLDING BUTTERFLY MIRROR IVORY,735,100,67,597.78,0.8747058823529411
23282,FOLDING MIRROR IVORY,18,2,2,14.939999999999998,0.83
23283,DOORMAT VINTAGE LEAF,534,123,100,3709.12,8.092357723577235
23283,DOORMAT VINTAGE LEAVES DESIGN,426,88,75,2833.7000000000003,7.66625
23284,DOORMAT KEEP CALM AND COME IN,5113,655,378,34279.6,7.909271623672231
23285,PINK VINTAGE SPOT BEAKER,4677,133,108,4383.13,0.8466165413533834
23286,BLUE VINTAGE SPOT BEAKER,4852,167,126,4486.64,0.8465269461077845
23287,RED VINTAGE SPOT BEAKER,1723,148,115,1402.1499999999999,0.8456666666666667
23288,GREEN VINTAGE SPOT BEAKER,4487,138,107,4246.72,0.8476978417266187
23289,DOLLY GIRL CHILDRENS BOWL,1541,145,111,1839.8500000000001,1.2458904109589042
23290,SPACEBOY CHILDRENS BOWL,2357,176,125,2744.65,1.2420454545454545
23291,DOLLY GIRL CHILDRENS CUP,1538,147,104,1867.64,1.2691216216216217
23292,SPACE BOY CHILDRENS CUP,130,5,5,143.3,1.21
23292,SPACEBOY CHILDRENS CUP,1930,165,112,2316.82,1.2646385542168674
23293,SET OF 12 FAIRY CAKE BAKING CASES,8196,470,323,6430.44,0.8239406779661016
23294,SET OF 6 SNACK LOAF BAKING CASES,4251,295,214,3326.1499999999996,0.8248494983277592
23295,SET OF 12 MINI LOAF BAKING CASES,5944,364,250,4659.84,0.8246486486486486
23296,SET OF 6 TEA TIME BAKING CASES,4850,325,243,5650.900000000001,1.239787234042553
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4234,144,123,6634.099999999999,1.6363013698630136
23298,"BUNTING , SPOTTY",146,7,7,634.7,4.721428571428572
23298,SPOTTY BUNTING,7523,1015,571,35026.740000000005,4.915477582846004
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,1,1,11.25,3.75
23299,FOOD COVER WITH BEADS SET 2,969,123,109,3515.17,3.792764227642276
23300,GARDENERS KNEELING PAD CUP OF TEA,6133,642,351,9702.089999999998,1.6649922958397534
23301,GARDENERS KNEELING PAD KEEP CALM,7608,767,405,12294.88,1.663208279430789
23302,KNEELING MAT HOUSEWORK  DESIGN,1437,192,140,1926.4699999999998,1.5763076923076922
23303,SET 4 PICNIC CUTLERY FONDANT,65,6,6,126.75,1.95
23304,SET 4 PICNIC CUTLERY CHERRY,71,9,9,138.45,1.9500000000000002
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,9,9,159.9,1.9500000000000002
23306,SET OF 36 DOILIES PANTRY DESIGN,2646,197,172,3751.7699999999995,1.4543939393939394
23306,SET OF 36 PANTRY PAPER DOILIES,39,14,14,58.019999999999996,1.5479999999999998
23307,SET OF 60 PANTRY DESIGN CAKE CASES,11573,509,366,5925.990000000001,0.5562571976967371
23308,SET OF 60 VINTAGE LEAF CAKE CASES,5955,305,209,3091.61,0.5637820512820513
23309,SET OF 60 I LOVE LONDON CAKE CASES,7606,298,178,3662.5,0.5686495176848876
23310,BUBBLEGUM RING ASSORTED,11891,213,146,4894.83,0.4292523364485981
23311,VINTAGE CHRISTMAS STOCKING,2190,284,246,5541.299999999999,2.5452961672473866
23312,VINTAGE CHRISTMAS GIFT SACK,1363,194,168,5518.85,4.13989898989899
23313,VINTAGE CHRISTMAS BUNTING,2735,361,254,12895.77,4.951304347826087
23314,VINTAGE CHRISTMAS TABLECLOTH,386,106,87,4576.02,12.440841121495328
23315,IVORY REFECTORY CLOCK,190,77,63,1796.8999999999999,9.80974025974026
23316,RED REFECTORY CLOCK,234,96,75,2202.2999999999997,9.81875
23317,BLUE REFECTORY CLOCK,161,70,56,1547.95,9.872857142857141
23318,BOX OF 6 MINI VINTAGE CRACKERS,3477,336,270,7976.72,2.452836257309942
23319,BOX OF 6 MINI 50'S CRACKERS,3404,371,300,7924.51,2.459709762532982
23320,GIANT 50'S CHRISTMAS CRACKER,2615,312,260,6869.95,2.660094637223975
23321,SMALL WHITE HEART OF WICKER,4223,586,378,6733.749999999999,1.6436666666666666
23322,LARGE WHITE HEART OF WICKER,2829,521,350,7967.650000000001,2.9468500948766603
23323,WHITE WICKER STAR,1419,273,210,2948.4,2.09644128113879
23324,RUSTIC STRAWBERRY JAM POT LARGE,226,35,32,464.33000000000004,2.066857142857143
23324,RUSTIC STRAWBERRY JAMPOT LARGE,120,6,6,238.56,2.0416666666666665
23325,RUSTIC STRAWBERRY JAM POT SMALL,390,30,24,612.3,1.6233333333333333
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,3,3,59.39999999999999,1.6499999999999997
23326,HANGING MINI COLOURED BOTTLES,3369,55,52,1999.5900000000001,0.6192727272727273
23327,HANGING CLEAR MINI BOTTLE,1702,36,33,1007.3000000000001,0.617027027027027
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2055,286,195,7465.65,3.72048275862069
23329,DECORATIVE WICKER HEART LARGE,1698,216,168,2789.7,1.648283261802575
23330,DECORATIVE WICKER HEART MEDIUM,1745,196,158,2173.69,1.2489655172413792
23331,DECORATIVE WICKER HEART SMALL,1492,81,67,932.2800000000001,0.6290697674418605
23332,IVORY WICKER HEART LARGE,1977,268,207,3252.45,1.6485559566787003
23333,IVORY WICKER HEART MEDIUM,1997,217,179,2483.65,1.2481497797356826
23334,IVORY WICKER HEART SMALL,2154,95,83,1345.5,0.6284158415841584
23335,EGG FRYING PAN IVORY,346,83,62,697.6,2.07452380952381
23336,EGG FRYING PAN PINK,199,63,46,415.97,2.1120312500000002
23337,EGG FRYING PAN MINT,169,60,49,351.52000000000004,2.08
23338,EGG FRYING PAN RED,399,92,62,807.84,2.075
23339,EGG FRYING PAN BLUE,150,58,43,312.0,2.08
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,122,112,3879.45,1.645121951219512
23341,PINK DINER WALL CLOCK,281,98,75,2317.1,8.456632653061224
23342,MINT DINER CLOCK,2,1,1,17.0,8.5
23342,MINT DINER WALL CLOCK,362,155,104,3026.0,8.483548387096775
23343,JUMBO BAG VINTAGE CHRISTMAS,4634,392,286,9236.42,2.077
23344,JUMBO BAG 50'S CHRISTMAS,8671,593,391,17149.08,2.0692821368948247
23345,DOLLY GIRL BEAKER,2387,135,101,2745.75,1.2437956204379563
23346,SPACEBOY BEAKER,2561,139,106,2963.25,1.2439716312056739
23347,I LOVE LONDON BEAKER,793,73,51,957.25,1.2477027027027028
23348,CHILDRENS TOY COOKING UTENSIL SET,653,130,95,1315.9,2.069015151515152
23349,ROLL WRAP VINTAGE CHRISTMAS,2835,247,214,3435.39,1.24501976284585
23350,ROLL WRAP VINTAGE SPOT,2572,247,205,3139.4,1.2466798418972334
23351,ROLL WRAP 50'S CHRISTMAS,2970,273,242,3604.14,1.2431768953068592
23352,ROLL WRAP 50'S RED CHRISTMAS,1593,162,151,1961.01,1.2474233128834356
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3714,254,227,3058.8599999999997,0.8295736434108527
23354,6 GIFT TAGS 50'S CHRISTMAS,3295,263,235,2711.0899999999997,0.8295940959409593
23355,HOT WATER BOTTLE KEEP CALM,5265,726,474,24084.15,4.865853658536586
23356,LOVE HOT WATER BOTTLE,2316,451,316,12901.2,5.891431670281996
23357,HOT WATER BOTTLE SEX BOMB,432,88,79,1832.0,4.479213483146068
23358,HOT STUFF HOT WATER BOTTLE,525,68,61,1678.65,3.4423529411764706
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,6,6,118.94999999999999,1.95
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,915,70,67,1715.85,1.9285714285714286
23360,SET 8 CANDLES VINTAGE DOILEY,122,7,7,216.29999999999998,1.907142857142857
23360,SET 8 CANDLES VINTAGE DOILY,1024,100,88,1932.0,1.9441176470588233
23365,SET 12 COLOUR PENCILS LOVE LONDON,1529,128,107,991.45,0.649236641221374
23366,SET 12 COLOUR PENCILS DOILEY,48,3,3,31.200000000000003,0.65
23366,SET 12 COLOURING PENCILS DOILEY,1,1,1,0.65,0.65
23366,SET 12 COLOURING PENCILS DOILY,1870,137,112,1177.1000000000001,0.6492857142857144
23367,SET 12 COLOUR PENCILS SPACEBOY,2762,232,184,1792.9,0.6495744680851064
23368,SET 12 COLOUR PENCILS DOLLY GIRL,2146,180,134,1392.5,0.6494565217391305
23369,SET 36 COLOUR PENCILS LOVE LONDON,901,95,80,1053.29,1.2441836734693879
23370,SET 36 COLOUR PENCILS DOILEY,64,3,3,80.0,1.25
23370,SET 36 COLOURING PENCILS DOILEY,1,1,1,1.25,1.25
23370,SET 36 COLOURING PENCILS DOILY,1288,103,84,1561.3600000000001,1.2463809523809524
23371,SET 36 COLOUR PENCILS SPACEBOY,1498,133,98,1775.22,1.2443283582089553
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1278,100,76,1500.22,1.2426923076923078
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1563,88,86,1241.6599999999999,0.8177272727272726
23374,RED SPOT PAPER GIFT BAG,2428,125,108,1930.9599999999998,0.8175999999999999
23375,50'S CHRISTMAS PAPER GIFT BAG,1316,89,85,1059.12,0.8188764044943819
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2606,114,104,986.1,0.389406779661017
23377,PACK OF 12 DOLLY GIRL TISSUES,1192,81,69,464.88,0.39
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3413,144,127,1270.59,0.3890728476821192
23379,PACK OF 12 RED APPLE TISSUES,1175,50,49,428.01,0.38862745098039214
23380,PACK OF 12 DOILEY TISSUES,72,2,2,28.08,0.39
23380,PACK OF 12 VINTAGE DOILY TISSUES,2051,94,85,769.65,0.3892708333333334
23381,PACK OF 12 VINTAGE LEAF TISSUES,1474,64,59,544.62,0.3889230769230769
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1695,166,136,6091.29,3.711437125748503
23388,WOODLAND MINI BACKPACK,784,133,114,3133.6000000000004,4.1379699248120305
23388,WOODLAND MINI RUCKSACK,5,2,2,20.75,4.15
23389,SPACEBOY MINI BACKPACK,1028,202,157,4126.2,4.142156862745098
23389,SPACEBOY MINI RUCKSACK,13,4,4,53.95,4.15
23390,DOLLY GIRL MINI BACKPACK,712,145,116,2834.8,4.13918918918919
23390,DOLLY GIRL MINI RUCKSACK,8,2,2,33.2,4.15
23391,I LOVE LONDON MINI BACKPACK,359,68,58,1449.8500000000001,4.138405797101449
23391,I LOVE LONDON MINI RUCKSACK,1,1,1,4.15,4.15
23392,SPACEBOY ROCKET LOLLY MAKERS,563,79,70,1115.3600000000001,2.07275
23393,HOME SWEET HOME CUSHION COVER,742,207,165,2782.5,3.75
23394,POSTE FRANCE CUSHION COVER,392,119,90,1470.0,3.75
23395,BELLE JARDINIERE CUSHION COVER,676,180,141,2529.48,3.7474585635359112
23396,BUTTERFLY CUSHION COVER,8,2,2,30.0,3.75
23396,LA JARDIN BOTANIQUE CUSHION COVER,80,23,23,300.0,3.75
23396,LE JARDIN BOTANIQUE CUSHION COVER,517,140,114,1933.23,3.7468275862068965
23397,FOOT STOOL HOME SWEET HOME,428,181,139,4010.2,9.850552486187844
23398,HANGING HEART BONHEUR,586,58,53,494.97999999999996,0.8479687499999999
23399,HOME SWEET HOME HANGING HEART,1815,176,146,1539.6299999999999,0.8492972972972973
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,446,96,76,2234.86,6.154329896907217
23401,RUSTIC MIRROR WITH LACE HEART,440,73,59,2136.76,6.09958904109589
23402,HOME SWEEET HOME 3 PEG HANGER,25,4,4,93.75,3.75
23402,HOME SWEET HOME 3 PEG HANGER,255,51,44,934.1700000000001,3.7409803921568625
23403,LETTER HOLDER HOME SWEET HOME,592,113,80,1969.06,3.707894736842105
23404,HOME SWEET HOME BLACKBOARD,940,150,104,3965.03,4.871733333333333
23405,HOME SWEET HOME 2 DRAWER CABINET,234,58,54,1123.1000000000001,4.909322033898306
23406,HOME SWEET HOME KEY HOLDER,431,96,65,2129.79,6.144583333333333
23407,SET OF 2 TRAYS HOME SWEET HOME,244,122,103,2367.02,9.845365853658537
23408,PHOTO FRAME LINEN AND LACE SMALL,296,62,53,615.6800000000001,2.08
23409,PHOTO FRAME LINEN AND LACE LARGE,201,43,39,745.47,3.728604651162791
23410,CURIO CABINET LINEN AND LACE,35,19,16,281.95,8.034210526315789
23411,TRELLIS COAT RACK,216,47,42,1011.6000000000001,4.916666666666667
23412,HEART MIRROR ANTIQUE WHITE,349,72,64,2254.14,7.396027397260274
23413,DECORATIVE VINTAGE COFFEE  BOX,44,16,13,208.20000000000002,4.9
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,10,4,4,49.5,4.95
23413,VINTAGE COFFEE GRINDER BOX,90,24,20,435.90000000000003,4.8500000000000005
23414,ZINC BOX SIGN HOME,135,63,58,1308.2099999999998,9.903650793650792
23415,HOME SWEET HOME HOOK,321,46,42,397.34999999999997,1.376086956521739
23416,CHAMBRE HOOK,123,18,18,155.06999999999996,1.16
23417,BATHROOM HOOK,140,21,21,137.76,1.1345454545454545
23418,LAVENDER TOILETTE BOTTLE,533,60,55,1066.88,2.0655
23419,HOME SWEET HOME BOTTLE,436,62,56,892.96,2.0753225806451616
23420,PANTRY HOOK TEA STRAINER,159,28,26,330.72,2.08
23421,PANTRY HOOK SPATULA,152,26,24,316.16,2.08
23422,PANTRY HOOK BALLOON WHISK,196,31,29,407.68,2.08
23423,PANTRY 3 HOOK ROLLING PIN HANGER,197,54,47,738.75,3.75
23424,GINGHAM RECIPE BOOK BOX,408,104,87,1962.0,4.926923076923076
23425,STORAGE TIN HOME SWEET HOME,230,38,35,418.00000000000006,2.087368421052632
23426,METAL SIGN DROP YOUR PANTS,1224,172,126,3169.44,2.854655172413793
23427,STOOL HOME SWEET HOME,225,108,87,2613.0,12.288073394495413
23428,IVORY RETRO KITCHEN WALL CLOCK,68,27,25,543.2,8.10925925925926
23429,RED RETRO KITCHEN WALL CLOCK,44,20,19,358.6,8.15
23430,BLUE RETRO KITCHEN WALL CLOCK,35,17,16,285.25,8.15
23431,NATURAL HANGING QUILTED HEARTS,1411,70,63,1099.85,0.8254166666666667
23432,PRETTY HANGING QUILTED HEARTS,1272,70,65,1045.1999999999998,0.8268571428571428
23433,HANGING QUILTED PATCHWORK APPLES,1168,85,76,964.16,0.8287058823529412
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,1772,135,129,1616.6000000000001,0.9038235294117647
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,676,44,40,606.28,0.9072727272727273
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,9,9,185.0,1.25
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,1766,85,82,2047.9,1.2401176470588235
23437,50'S CHRISTMAS GIFT BAG LARGE,1883,110,106,2269.75,1.248090909090909
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,2,2,30.0,1.25
23438,GIFT BAG LARGE SPOT,96,6,6,120.0,1.25
23438,RED SPOT GIFT BAG LARGE,1686,92,82,2023.5,1.247717391304348
23439,HAND WARMER RED LOVE HEART,3721,371,268,7574.1,2.0941709844559586
23440,PAINT YOUR OWN EGGS IN CRATE,164,5,5,299.36,2.022
23441,HAND PAINTED HANGING EASTER EGG,22,3,3,9.24,0.42
23442,12 HANGING EGGS HAND PAINTED,40,7,7,83.2,2.08
23444,Next Day Carriage,78,80,63,1185.0,15.1875
23445,ICE CREAM BUBBLES,2627,95,81,2114.41,0.8265625
23446,BLUE BUNNY EASTER EGG BASKET,157,3,3,230.24999999999997,1.5833333333333333
23447,PINK BUNNY EASTER EGG BASKET,158,4,4,231.89999999999998,1.5999999999999999
23448,CREAM BUNNY EASTER EGG BASKET,25,3,3,41.24999999999999,1.6499999999999997
23449,SET OF 6 EASTER RAINBOW CHICKS,12,1,1,15.0,1.25
23451,SQUARE MINI PORTRAIT FRAME,268,44,38,519.0,1.9433333333333334
23452,HEART MINI PORTRAIT FRAME,509,82,69,988.9499999999999,1.946341463414634
23453,OVAL  MINI PORTRAIT FRAME,315,46,40,611.85,1.9437499999999999
23454,SET OF 3 MINI HANGING PORTRAITS,32,2,2,123.2,3.95
